,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
76314,38727,Stina Karolina Gardell,F,22.0,172.0,70.0,Sweden,SWE,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Individual Medley,
76315,38727,Stina Karolina Gardell,F,22.0,172.0,70.0,Sweden,SWE,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 400 metres Individual Medley,
76316,38727,Stina Karolina Gardell,F,26.0,172.0,70.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,
76323,38731,Kenth Roland Gardenkrans,M,24.0,202.0,120.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Discus Throw,
76339,38737,Sven Anders Grderud,M,22.0,186.0,70.0,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 800 metres,
76340,38737,Sven Anders Grderud,M,22.0,186.0,70.0,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres",
76341,38737,Sven Anders Grderud,M,25.0,186.0,70.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 5,000 metres",
76342,38737,Sven Anders Grderud,M,25.0,186.0,70.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 3,000 metres Steeplechase",
76343,38737,Sven Anders Grderud,M,29.0,186.0,70.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
76349,38742,Gsta Grdin,M,25.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
76533,38844,Harry Christer Garpenborg (Gustafsson-),M,24.0,183.0,80.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,
76535,38846,Gunnar Charles Garp,M,32.0,,,Sweden-2,SWE,1952 Winter,1952,Winter,Oslo,Bobsleigh,Bobsleigh Men's Four,
76882,39018,Carl Oscar Simon Gate,M,49.0,,,Sweden,SWE,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",
76883,39018,Carl Oscar Simon Gate,M,53.0,,,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Medals",
76884,39018,Carl Oscar Simon Gate,M,53.0,,,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Medals",
77452,39299,Per Olof Harald Gedda,M,21.0,,,Ilderim,SWE,1936 Summer,1936,Summer,Berlin,Sailing,Sailing Mixed 8 metres,
77453,39299,Per Olof Harald Gedda,M,37.0,,,Tornado,SWE,1952 Summer,1952,Summer,Helsinki,Sailing,Sailing Mixed Three Person Keelboat,Silver
77756,39469,Knut Ivar Lennart Genesj,M,33.0,180.0,72.0,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's epee, Team",
